page_view;user_engagement;scroll;session_start;first_visit;view_item;view_promotion;add_to_cart;begin_checkout;select_item;view_search_results;add_shipping_info;select_promotion;add_payment_info;click;view_item_list
51;51;30;4;1;3;2;0;18;0;0;9;0;8;0;0
2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0
13;12;9;3;1;2;1;0;0;1;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;0;1;1;0;2;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;1;2;1;0;2;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
18;13;8;2;1;10;0;0;0;1;2;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
6;5;0;2;1;3;2;0;0;1;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
14;12;7;3;1;2;5;1;0;1;0;0;0;0;0;0
4;1;3;2;1;0;0;0;0;0;0;0;0;0;0;0
8;8;4;3;1;1;2;1;0;0;0;0;0;0;0;0
14;13;10;1;1;9;2;0;0;0;1;0;1;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
5;5;4;1;1;1;0;0;0;0;0;0;0;0;0;0
21;11;9;0;0;14;6;13;0;1;0;0;0;0;0;0
4;3;1;2;1;0;3;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;1;1;1;1;2;0;0;0;1;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
21;20;10;2;1;4;2;9;0;0;0;0;1;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
17;14;9;3;1;1;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
84;78;42;9;1;33;4;10;2;3;0;1;0;2;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
17;16;11;6;1;10;3;0;0;1;0;0;0;0;0;0
20;20;16;6;0;5;4;3;2;1;0;1;0;1;0;0
4;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0
8;7;3;2;1;0;2;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;1;2;1;0;3;0;0;0;0;0;0;0;0;0
18;15;10;1;1;9;0;8;0;1;4;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
3;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0
5;3;0;1;1;0;2;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
40;30;12;5;1;29;3;4;0;6;2;0;0;0;0;0
19;18;15;5;1;3;4;0;0;1;0;0;0;0;0;0
1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0
2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;2;1;0;0;1;0;0;0;1;0;0;0;0;0
41;29;9;4;1;11;7;2;5;7;0;2;4;0;0;0
8;7;4;1;1;4;1;1;0;1;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;0;3;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;0;3;2;1;12;0;0;0;0;0;0;0;0;0;0
14;14;10;2;1;3;4;0;0;0;0;0;0;0;0;0
2;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0
4;4;2;2;0;2;1;0;0;0;0;0;0;0;0;0
101;96;55;3;1;56;5;0;1;3;0;1;0;1;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
2;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0
3;2;0;1;1;0;3;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
13;12;6;1;1;8;1;2;0;1;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;1;1;1;0;2;0;0;0;1;0;1;0;0;0
3;3;2;1;1;0;0;0;0;0;1;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
6;6;2;2;1;1;0;0;0;0;0;0;0;0;0;0
4;4;3;1;1;0;1;0;0;0;3;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
4;3;2;2;1;0;3;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
4;3;2;1;1;2;1;3;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0
5;5;2;1;1;0;1;0;0;0;0;0;0;0;0;0
2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0
11;10;7;2;1;6;2;0;0;1;5;0;0;0;0;0
39;36;22;3;1;25;3;14;2;3;0;1;0;3;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
2;2;2;2;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
4;0;1;4;1;0;4;0;0;0;0;0;0;0;0;0
2;1;1;2;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0
5;5;4;3;1;0;2;0;0;0;0;0;0;0;0;0
15;12;5;0;0;16;0;0;0;1;1;0;0;0;0;0
5;4;4;1;1;0;1;0;0;0;0;0;0;0;0;0
21;13;0;4;1;0;3;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
16;17;7;3;1;4;2;5;0;0;4;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0
16;15;11;2;1;6;3;1;0;0;0;0;0;0;0;0
6;6;5;1;1;1;0;0;0;0;0;0;0;0;0;0
3;2;1;2;1;0;2;0;0;0;0;0;0;0;0;0
8;7;7;3;1;0;2;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
20;19;16;3;1;6;3;2;2;0;0;1;0;0;0;0
2;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
10;10;7;3;1;0;3;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0
6;5;5;1;1;1;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
25;25;15;3;1;0;3;0;0;0;0;0;0;0;0;0
3;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0
11;7;8;1;1;6;0;0;0;0;0;0;0;0;0;0
159;147;149;4;1;109;2;32;8;9;0;4;0;8;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
4;4;1;1;0;3;1;2;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;2;3;1;1;2;1;0;0;1;0;0;0;0;0;0
1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3;3;1;1;1;0;2;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
3;3;1;2;1;2;0;0;0;0;0;0;0;0;0;0
16;12;9;2;1;10;1;0;0;3;0;0;0;0;0;0
4;2;2;1;1;0;4;0;0;0;0;0;1;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0
23;14;5;3;1;12;0;2;0;9;0;0;0;0;0;0
32;30;20;5;0;12;5;7;2;0;0;1;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8;8;4;1;1;2;2;0;0;0;0;0;0;0;0;0
1;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0
2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0
4;0;0;4;0;0;3;0;0;0;0;0;0;0;0;0
1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
4;5;3;1;1;0;1;0;0;0;1;0;0;0;0;0
39;33;23;4;1;9;6;0;4;6;0;2;0;1;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
18;17;7;3;1;6;2;0;3;0;0;1;0;1;0;0
4;4;0;2;1;0;3;0;0;0;1;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
49;46;19;3;1;14;7;0;12;0;1;6;0;5;0;0
6;5;3;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
5;5;5;2;1;1;2;0;0;0;0;0;0;0;0;0
1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
2;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0
6;6;6;1;1;3;2;0;0;0;0;0;0;0;0;0
2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
5;5;3;1;1;0;2;0;0;0;0;0;0;0;1;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
4;4;4;3;1;0;0;0;0;0;0;0;0;0;0;0
2;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
10;10;1;4;1;0;3;0;0;0;0;0;0;0;0;0
47;46;34;4;1;23;2;11;4;0;0;2;0;2;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
48;39;25;3;1;24;1;0;4;9;2;2;0;2;0;0
2;1;0;3;1;0;1;0;0;0;0;0;0;0;0;0
5;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
42;41;19;11;1;7;10;0;0;1;8;0;1;0;0;0
56;56;21;4;1;57;1;51;2;0;0;1;0;0;0;0
17;17;9;6;1;0;4;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
10;9;1;8;1;3;5;0;0;0;0;0;0;0;0;0
2;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;2;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;2;2;1;0;1;0;0;0;0;0;0;0;0;0
3;3;2;0;0;1;0;0;0;0;2;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
19;16;16;3;1;0;2;0;0;0;1;0;0;0;0;0
3;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0
5;3;1;4;1;1;0;0;0;0;0;0;0;0;0;0
2;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
6;8;2;2;1;6;0;0;0;0;0;0;0;0;0;0
7;7;3;3;0;2;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8;8;4;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0
4;4;2;3;0;1;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7;7;3;1;1;0;2;0;0;0;0;0;1;0;0;0
2;2;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0
6;6;1;1;1;1;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
4;4;3;2;1;1;2;0;0;0;0;0;0;0;0;0
14;12;5;1;1;1;9;1;0;0;0;0;0;0;0;0
8;7;2;2;1;0;4;0;0;0;0;0;0;0;0;0
6;5;1;2;1;1;0;0;0;0;1;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
5;3;4;2;1;8;1;0;0;2;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;1;2;1;1;1;1;0;0;1;0;0;0;0;0;0
5;5;1;2;1;1;3;0;0;0;1;0;1;0;0;0
26;26;12;4;1;1;3;0;2;0;0;2;0;1;0;0
2;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0
2;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
4;3;1;1;1;2;1;0;0;1;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
6;5;6;1;1;1;1;0;0;0;0;0;0;0;0;0
4;3;3;1;1;0;2;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
12;11;9;3;1;1;3;0;0;0;0;0;0;0;0;0
1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
24;21;10;10;0;2;7;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
4;2;2;2;1;0;1;0;0;0;2;0;0;0;0;0
46;45;27;2;1;45;4;32;3;0;0;1;0;1;0;0
18;18;14;2;1;5;2;0;4;0;0;2;0;4;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
2;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0
8;6;4;5;1;0;3;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
15;15;10;2;1;4;2;1;4;1;0;2;0;2;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
9;8;3;1;1;4;2;4;0;1;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
3;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0
2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
10;10;5;1;1;3;2;0;2;0;0;1;0;1;0;0
3;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0
6;4;4;1;1;0;2;0;0;0;0;0;1;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;0;1;2;1;0;1;0;0;0;1;0;0;0;0;0
38;32;15;2;1;33;1;0;0;6;0;0;0;0;0;0
2;2;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
4;3;3;3;1;0;2;0;0;0;0;0;0;0;0;0
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
51;44;21;7;1;19;5;2;6;0;0;2;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;2;4;1;0;0;0;0;0;0;0;0;0;0;0
2;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0
3;3;3;1;1;1;1;0;0;0;0;0;0;0;0;0
2;1;2;1;1;1;1;0;0;0;1;0;0;0;0;0
8;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
19;19;13;4;1;29;1;4;0;0;2;0;0;0;0;0
8;8;7;3;1;0;3;0;0;0;0;0;0;0;0;0
3;3;2;1;1;1;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
21;14;8;4;1;8;3;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0
3;3;2;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;2;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0
3;2;0;1;1;0;3;0;0;0;0;0;1;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;0;0;1;1;0;2;0;0;0;0;0;1;0;0;0
2;2;1;2;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0
2;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0
8;4;4;3;1;1;1;0;0;1;0;0;1;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;1;1;3;1;0;3;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8;8;6;1;1;1;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0
4;4;2;1;1;0;0;0;0;0;3;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
22;21;14;3;1;13;1;10;4;0;0;2;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
11;9;4;1;1;3;0;2;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
25;23;4;3;1;10;1;5;6;0;0;2;0;1;0;0
3;2;0;1;1;0;2;0;0;0;1;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
19;13;7;5;1;13;3;2;0;2;0;0;0;0;0;0
23;18;16;3;1;13;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
4;3;1;1;1;0;1;0;0;0;0;0;0;0;0;0
14;12;5;4;1;6;1;0;0;1;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;2;2;1;0;1;0;0;0;0;0;0;0;0;0
5;5;3;2;1;9;1;9;0;0;0;0;0;0;0;0
3;3;1;1;1;0;0;0;0;0;1;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0
8;5;4;6;0;0;2;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;2;1;1;1;0;0;0;0;0;0;0;0;0;0
3;1;0;1;1;6;0;0;0;1;0;0;0;0;0;0
1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0
3;2;0;3;1;0;3;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
