page_view;user_engagement;scroll;session_start;first_visit;view_item;view_promotion;add_to_cart;begin_checkout;select_item;view_search_results;add_shipping_info;select_promotion;add_payment_info;click;view_item_list
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
11;9;0;1;1;4;4;1;2;1;1;1;0;0;0;0
15;14;8;4;1;6;1;0;0;1;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
2;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0
13;11;10;5;1;1;3;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
161;153;76;7;0;76;9;7;14;7;8;7;3;6;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
11;9;0;1;1;4;4;1;2;1;1;1;0;0;0;0
130;126;66;5;0;40;6;5;6;5;1;4;0;3;0;0
35;33;24;4;1;16;2;4;2;2;0;1;0;1;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
11;9;0;1;1;4;4;1;2;1;1;1;0;0;0;0
2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
8;0;0;8;1;7;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
4;3;2;1;1;1;0;0;0;1;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;1;1;1;0;2;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
4;4;2;2;1;0;0;0;0;0;0;0;0;0;0;0
3;0;0;3;1;0;3;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
3;1;3;3;1;0;0;0;0;0;0;0;0;0;0;0
2;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
4;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0
5;5;4;1;1;0;1;0;0;0;1;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;1;2;1;0;1;0;0;0;0;0;0;0;0;0
13;12;8;1;1;0;1;0;0;0;0;0;0;0;0;0
3;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
6;6;3;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7;7;3;3;1;0;2;0;0;0;0;0;1;0;0;0
1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;1;1;1;0;2;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
5;4;3;1;1;0;1;0;0;0;0;0;0;0;0;0
2;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
2;2;1;2;1;0;1;0;0;0;0;0;0;0;0;0
52;51;24;5;1;8;9;13;4;1;1;2;0;2;0;0
38;32;19;1;1;23;3;0;0;5;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0
20;19;10;4;1;10;3;1;2;0;0;1;1;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;3;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
5;0;0;2;1;0;5;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0
3;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
4;1;2;1;0;2;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
71;67;42;6;1;35;4;9;6;0;16;3;1;3;0;0
2;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;2;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
6;6;4;2;1;2;1;0;0;0;0;0;0;0;0;0
9;7;7;3;1;1;2;1;0;0;0;0;1;0;0;0
7;5;2;2;1;2;0;0;0;1;3;0;0;0;0;0
3;3;3;1;1;0;1;0;0;0;0;0;0;0;0;0
7;6;4;1;1;3;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
10;8;6;1;1;4;1;0;0;2;0;0;0;0;0;0
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0
4;4;1;1;1;0;2;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
20;19;13;1;1;10;1;2;2;1;0;1;0;1;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
32;29;20;10;1;3;6;0;8;1;0;4;1;1;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7;6;2;2;1;2;2;2;0;0;0;0;1;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
4;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0
7;2;6;5;1;1;0;0;0;0;0;0;0;0;0;0
2;0;2;1;1;2;0;0;0;1;0;0;0;0;0;0
1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
10;8;4;1;1;3;1;0;0;1;0;0;1;0;0;0
5;5;3;1;1;2;0;0;0;0;0;0;0;0;0;0
5;2;4;2;1;2;1;0;0;1;0;0;0;0;0;0
6;6;4;1;1;0;2;0;0;0;0;0;0;0;0;0
9;9;4;1;1;0;4;0;0;0;0;0;0;0;0;0
17;16;13;2;1;14;2;0;0;0;0;0;0;0;0;0
10;8;4;1;1;5;2;3;0;1;0;0;1;0;0;0
22;20;6;2;1;4;2;2;6;0;2;3;0;1;0;0
6;5;3;2;1;0;2;0;0;0;0;0;1;0;0;0
1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
6;7;5;0;0;2;3;0;0;0;0;0;1;0;0;0
2;1;0;1;1;0;2;0;0;0;0;0;1;0;0;0
13;12;9;3;0;3;1;0;0;1;2;0;0;0;0;0
2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0
24;22;11;5;1;14;5;0;0;1;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
45;45;28;2;1;11;1;12;6;0;0;3;0;1;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
146;145;56;7;0;53;9;0;10;1;0;4;0;6;1;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
8;4;6;0;0;0;1;0;0;0;0;0;1;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
10;8;5;1;1;8;1;0;0;2;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
26;26;21;1;0;7;2;6;6;0;0;3;0;2;0;0
3;3;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
72;72;34;6;1;17;6;6;12;0;0;6;0;10;0;0
59;58;27;6;0;37;3;0;2;2;0;1;0;3;0;0
46;46;25;4;1;22;4;1;1;0;0;1;0;2;0;0
74;72;42;3;1;28;4;13;14;1;0;7;0;3;0;0
4;4;1;1;1;0;1;0;0;0;0;0;0;0;0;0
3;3;1;1;1;0;1;0;0;0;0;0;0;0;1;0
2;0;1;2;1;0;2;0;0;0;0;0;0;0;0;0
2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0
2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0
108;107;63;7;1;27;7;3;8;0;1;6;0;6;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8;10;3;1;1;0;3;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
3;1;2;2;0;2;1;0;0;0;0;0;0;0;0;0
2;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
12;12;5;1;1;1;1;0;0;0;0;0;0;0;0;0
1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
11;11;7;3;0;3;2;2;3;0;0;2;0;1;0;0
11;11;7;1;0;11;2;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
4;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
5;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
18;18;12;7;1;0;5;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
34;30;17;2;1;12;1;1;6;3;0;3;0;0;0;0
5;5;0;1;1;0;2;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
6;4;1;2;1;3;1;0;0;1;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
40;29;13;6;1;21;6;2;0;9;6;0;0;0;0;0
3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
56;45;18;3;1;29;2;0;0;4;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
78;71;31;4;0;59;1;29;1;3;1;1;0;2;1;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0
2;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0
2;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0
11;10;6;1;1;4;0;1;0;1;0;0;0;0;0;0
1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0
6;6;3;3;1;3;2;0;0;0;0;0;0;0;0;0
69;61;27;9;1;52;3;14;5;1;7;2;0;2;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
114;113;1;1;1;44;6;2;2;1;2;1;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;2;3;1;0;2;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
4;4;3;4;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
42;41;10;2;1;7;5;0;0;0;0;0;1;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
8;7;4;1;1;0;4;0;0;0;0;0;0;0;0;0
33;29;10;7;0;7;6;6;6;3;0;3;1;1;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;2;1;0;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
4;4;3;2;1;0;1;0;0;0;0;0;0;0;0;0
22;17;7;3;1;9;0;0;0;5;0;0;0;0;0;0
4;4;1;2;1;0;2;0;0;0;0;0;0;0;0;0
7;7;5;5;1;2;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0
2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
3;3;3;3;1;0;0;0;0;0;0;0;0;0;0;0
3;3;1;1;1;0;2;0;0;0;0;0;1;0;0;0
3;1;1;2;1;0;2;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
155;137;46;10;1;91;11;40;2;17;0;2;2;2;0;0
3;3;1;2;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
12;12;7;2;1;4;3;0;0;0;0;0;0;0;0;0
2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
28;26;14;1;1;14;1;0;0;2;0;0;0;0;0;0
39;39;8;3;1;16;7;3;4;0;2;2;0;0;0;0
13;11;9;2;1;10;1;2;0;2;0;0;0;0;0;0
2;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0
18;16;6;4;0;6;2;1;4;1;0;2;0;2;0;0
2;2;1;1;1;0;2;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
12;11;6;1;1;1;2;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8;3;3;6;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
19;19;11;1;1;11;0;0;2;0;0;1;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
113;109;53;9;1;48;10;49;8;2;0;4;0;2;1;0
36;34;17;3;0;24;4;23;4;0;0;2;0;1;0;0
3;2;2;1;1;1;0;0;0;1;1;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
4;4;2;2;1;0;0;0;0;0;3;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
134;122;67;10;1;65;6;5;6;10;0;3;0;2;0;0
4;4;2;1;1;0;1;0;0;0;0;0;0;0;0;0
4;2;2;1;1;0;2;0;0;0;1;0;1;0;0;0
41;40;17;3;1;26;1;0;0;1;1;0;0;0;0;0
35;35;23;2;1;14;3;1;2;0;0;1;0;1;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
5;5;2;3;1;7;2;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0
8;8;2;6;1;3;5;0;0;0;0;0;0;0;0;0
114;113;1;1;1;44;6;2;2;1;2;1;0;0;0;0
2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
9;8;4;1;1;0;2;0;0;0;0;0;0;0;0;0
64;62;42;7;1;23;8;1;6;1;0;2;0;1;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
3;2;2;3;1;0;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
67;59;47;6;1;35;9;16;7;3;0;3;0;3;0;0
13;11;5;4;1;4;4;0;0;2;0;0;0;0;0;0
7;7;2;1;1;4;1;0;0;0;0;0;0;0;0;0
83;79;44;8;0;27;10;3;6;4;0;3;0;4;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
2;2;0;1;1;0;2;0;0;0;0;0;0;0;0;0
48;48;22;5;0;28;6;15;6;0;0;3;0;2;0;0
16;14;9;3;1;7;2;0;0;0;0;0;0;0;0;0
2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
3;2;0;2;1;0;3;0;0;0;0;0;1;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
11;9;0;1;1;4;4;1;2;1;1;1;0;0;0;0
22;14;12;1;1;10;7;0;0;5;0;0;3;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
6;1;1;6;1;0;6;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
4;3;2;0;0;1;2;0;0;0;1;0;1;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
6;6;3;1;1;0;0;0;0;0;2;0;0;0;0;0
4;5;4;2;1;0;2;0;0;0;0;0;0;0;0;0
8;0;1;8;1;0;7;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
5;4;1;1;1;0;1;0;0;0;1;0;0;0;0;0
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2;2;0;3;1;0;2;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8;5;2;2;1;0;0;0;0;0;0;0;0;0;2;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
11;7;4;4;1;7;2;0;0;2;0;0;0;0;0;0
4;2;0;5;1;0;4;0;0;0;0;0;0;0;0;0
11;11;7;0;0;4;0;0;0;1;0;0;0;0;0;0
2;2;2;2;1;0;1;0;0;0;0;0;0;0;0;0
3;3;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
7;6;2;5;1;3;4;0;0;1;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0
66;59;38;6;1;29;6;5;8;2;0;4;0;5;0;0
1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0
8;7;1;2;1;0;8;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
12;11;5;3;1;1;2;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
4;3;0;2;1;0;2;0;0;0;0;0;1;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
110;93;49;9;0;55;10;10;0;12;0;0;2;0;0;0
3;3;0;1;1;1;0;0;0;0;1;0;0;0;0;0
4;1;4;3;1;0;1;0;0;0;0;0;0;0;0;0
3;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0
2;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
11;9;0;1;1;4;4;1;2;1;1;1;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
11;11;4;3;1;4;2;0;0;0;0;0;1;0;0;0
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
22;19;12;11;1;0;6;0;0;0;0;0;0;0;0;0
1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
23;22;13;2;1;10;3;7;4;0;0;2;0;1;0;0
2;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
6;6;2;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
18;17;3;1;1;2;2;3;2;0;0;1;0;1;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
18;16;3;5;0;14;1;2;0;1;0;0;0;0;0;0
4;3;1;5;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0
2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0
12;11;4;4;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
15;12;4;2;1;9;1;9;0;3;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;3;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
13;13;9;3;1;0;3;0;0;0;2;0;0;0;0;0
9;8;0;1;1;3;3;0;1;0;0;1;0;0;0;0
2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3;0;1;2;1;0;2;0;0;0;0;0;0;0;0;0
8;8;5;1;0;1;2;0;0;0;0;0;1;0;0;0
2;0;1;2;1;0;2;0;0;0;0;0;0;0;0;0
11;11;5;2;1;0;2;0;0;0;0;0;0;0;0;0
1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
2;1;0;3;1;0;2;0;0;0;0;0;0;0;0;0
3;3;3;3;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0
33;32;15;9;1;2;8;1;0;0;0;0;0;0;0;0
11;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0
3;3;0;1;1;1;1;0;0;0;0;0;0;0;0;0
3;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0
12;11;6;3;1;4;3;0;0;0;0;0;0;0;0;0
